Time (s),Cart Position (m),Cart Velocity (m/s),Pole Angle (rad),Pole Angular Velocity (rad/s),Control Input (N)
1740035865.2968,0.0009,-0.2384,-0.0070,0.3282,9.0017
1740035865.3068,-0.0010,-0.1579,-0.0044,0.2058,5.2927
1740035865.3168,-0.0032,-0.2986,-0.0014,0.4156,13.5531
1740035865.3268,-0.0055,-0.1804,0.0017,0.2372,8.0116
1740035865.3368,-0.0080,-0.3535,0.0052,0.4966,18.1993
1740035865.3468,-0.0107,-0.1972,0.0088,0.2617,10.7929
1740035865.3568,-0.0131,-0.3180,0.0121,0.4437,18.1985
1740035865.3668,-0.0155,-0.1635,0.0153,0.2128,10.8197
1740035865.3768,-0.0177,-0.3209,0.0184,0.4506,20.1805
1740035865.3868,-0.0198,-0.1678,0.0213,0.2225,12.8506
