Time (s),Cart Position (m),Cart Velocity (m/s),Pole Angle (rad),Pole Angular Velocity (rad/s),Control Input (N)
1740021173.5352,0.0361,-0.3450,-0.0183,0.4192,6.0720
1740021173.5452,0.0321,-0.5059,-0.0133,0.6568,12.0444
1740021173.5553,0.0277,-0.3905,-0.0078,0.4803,8.9276
1740021173.5653,0.0232,-0.5554,-0.0022,0.7255,15.1679
1740021173.5752,0.0189,-0.4281,0.0034,0.5326,11.6997
1740021173.5852,0.0139,-0.6473,0.0098,0.8608,19.9119
1740021173.5952,0.0079,-0.5183,0.0177,0.6667,16.7789
1740021173.6052,0.0022,-0.7078,0.0251,0.9520,24.2198
1740021173.6152,-0.0042,-0.5447,0.0336,0.7090,20.1193
1740021173.6252,-0.0099,-0.6838,0.0412,0.9208,25.9627
1740021173.6352,-0.0160,-0.5046,0.0492,0.6562,21.3400
1740021173.6452,-0.0213,-0.6525,0.0563,0.8835,27.4739
1740021173.6552,-0.0271,-0.4662,0.0640,0.6108,22.6383
1740021173.6653,-0.0319,-0.5797,0.0704,0.7887,27.6051
1740021173.6752,-0.0361,-0.3680,0.0759,0.4796,21.6588
1740021173.6852,-0.0398,-0.4685,0.0809,0.6400,26.0501
1740021173.6952,-0.0438,-0.2942,0.0862,0.3899,21.4037
1740021173.7052,-0.0466,-0.3462,0.0901,0.4794,24.0698
1740021173.7152,-0.0493,-0.1839,0.0938,0.2492,19.6507
1740021173.7252,-0.0509,-0.1747,0.0959,0.2487,20.0837
1740021173.7352,-0.0520,-0.0380,0.0975,0.0581,16.2313
1740021173.7452,-0.0521,-0.0127,0.0977,0.0346,15.8778
1740021173.7552,-0.0517,0.0922,0.0974,-0.1076,12.8169
1740021173.7652,-0.0503,0.1626,0.0957,-0.1982,10.7087
1740021173.7752,-0.0483,0.2325,0.0933,-0.2880,8.4937
1740021173.7852,-0.0455,0.3357,0.0897,-0.4278,5.0111
1740021173.7952,-0.0419,0.3659,0.0852,-0.4586,3.7934
1740021173.8052,-0.0375,0.5352,0.0796,-0.6981,-2.2029
1740021173.8152,-0.0322,0.5187,0.0727,-0.6602,-2.2693
1740021173.8252,-0.0264,0.6905,0.0652,-0.9050,-8.6846
1740021173.8352,-0.0206,0.6011,0.0578,-0.7606,-6.4864
1740021173.8452,-0.0139,0.7959,0.0493,-1.0421,-13.8928
1740021173.8552,-0.0063,0.6966,0.0394,-0.8836,-11.7504
1740021173.8652,0.0014,0.9264,0.0295,-1.2204,-20.6068
1740021173.8752,0.0101,0.7824,0.0182,-0.9972,-17.2795
1740021173.8852,0.0182,0.9260,0.0078,-1.2077,-23.4414
1740021173.8952,0.0268,0.7533,-0.0032,-0.9447,-19.1997
1740021173.9052,0.0344,0.8557,-0.0128,-1.0966,-23.9745
1740021173.9152,0.0422,0.6779,-0.0226,-0.8293,-19.4912
1740021173.9252,0.0490,0.7454,-0.0308,-0.9320,-23.0015
1740021173.9353,0.0553,0.5372,-0.0385,-0.6224,-17.2842
1740021173.9452,0.0600,0.5544,-0.0440,-0.6519,-18.7813
1740021173.9552,0.0649,0.4108,-0.0495,-0.4417,-14.9779
1740021173.9652,0.0686,0.3749,-0.0534,-0.3942,-14.5518
1740021173.9752,0.0718,0.2625,-0.0565,-0.2329,-11.4956
1740021173.9852,0.0740,0.2038,-0.0583,-0.1528,-10.0413
1740021173.9952,0.0757,0.1252,-0.0593,-0.0433,-7.8178
1740021174.0053,0.0766,0.0663,-0.0592,0.0361,-6.1167
1740021174.0152,0.0770,0.0189,-0.0585,0.0984,-4.6963
1740021174.0252,0.0766,-0.0981,-0.0568,0.2647,-0.8203
1740021174.0352,0.0755,-0.1116,-0.0540,0.2759,-0.2193
1740021174.0452,0.0741,-0.1779,-0.0509,0.3666,2.1897
1740021174.0552,0.0724,-0.1624,-0.0473,0.3351,1.9644
1740021174.0652,0.0706,-0.2107,-0.0438,0.3998,3.8686
1740021174.0752,0.0686,-0.1811,-0.0400,0.3480,3.2319
1740021174.0852,0.0671,-0.1132,-0.0370,0.2395,1.2205
1740021174.0952,0.0662,-0.0985,-0.0350,0.2121,0.8726
1740021174.1053,0.0656,-0.0063,-0.0335,0.0682,-2.1346
1740021174.1152,0.0656,-0.0074,-0.0329,0.0649,-2.1636
1740021174.1252,0.0661,0.1544,-0.0333,-0.1827,-7.7392
1740021174.1352,0.0676,0.1185,-0.0350,-0.1333,-6.9432
1740021174.1452,0.0695,0.3057,-0.0374,-0.4187,-13.6629
1740021174.1552,0.0723,0.2279,-0.0412,-0.3067,-11.7957
1740021174.1652,0.0750,0.3837,-0.0450,-0.5455,-17.7081
1740021174.1753,0.0780,0.2324,-0.0492,-0.3242,-13.4883
1740021174.1852,0.0807,0.4002,-0.0530,-0.5814,-19.8102
1740021174.1952,0.0842,0.2746,-0.0581,-0.3997,-16.6121
1740021174.2052,0.0870,0.3539,-0.0623,-0.5262,-20.1180
1740021174.2152,0.0895,0.2026,-0.0660,-0.3068,-15.8724
1740021174.2252,0.0913,0.2092,-0.0688,-0.3258,-16.8057
1740021174.2352,0.0928,0.0935,-0.0713,-0.1620,-13.6452
1740021174.2452,0.0932,0.0020,-0.0722,-0.0352,-11.0655
1740021174.2552,0.0928,-0.0800,-0.0719,0.0768,-8.6503
1740021174.2652,0.0911,-0.2690,-0.0699,0.3488,-2.4344
1740021174.2752,0.0882,-0.2956,-0.0661,0.3776,-1.3368
1740021174.2852,0.0843,-0.5241,-0.0610,0.7090,6.6610
1740021174.2952,0.0791,-0.4862,-0.0540,0.6416,6.1068
1740021174.3052,0.0731,-0.7904,-0.0460,1.0879,17.1042
1740021174.3152,0.0656,-0.6831,-0.0356,0.9177,14.7897
1740021174.3253,0.0579,-0.9455,-0.0253,1.3038,24.8254
1740021174.3352,0.0491,-0.7766,-0.0132,1.0437,20.7933
1740021174.3453,0.0410,-0.9386,-0.0023,1.2824,27.6710
1740021174.3552,0.0324,-0.7394,0.0092,0.9804,22.6657
1740021174.3652,0.0249,-0.8578,0.0192,1.1570,28.0615
1740021174.3752,0.0172,-0.6546,0.0295,0.8526,22.8385
1740021174.3852,0.0108,-0.7144,0.0379,0.9447,26.1492
1740021174.3952,0.0045,-0.5231,0.0460,0.6613,21.1130
1740021174.4052,-0.0002,-0.4695,0.0519,0.5864,20.3711
1740021174.4152,-0.0041,-0.3125,0.0566,0.3576,16.0567
1740021174.4252,-0.0065,-0.1824,0.0591,0.1703,12.3443
1740021174.4352,-0.0077,-0.0919,0.0600,0.0423,9.7030
1740021174.4452,-0.0080,0.0402,0.0595,-0.1468,5.5063
1740021174.4552,-0.0073,0.0889,0.0576,-0.2106,3.8842
1740021174.4652,-0.0056,0.2790,0.0544,-0.4863,-2.6392
1740021174.4752,-0.0027,0.2720,0.0494,-0.4667,-2.8720
1740021174.4852,0.0006,0.4146,0.0440,-0.6720,-8.1625
1740021174.4952,0.0043,0.3315,0.0380,-0.5395,-6.0577
1740021174.5053,0.0077,0.4690,0.0325,-0.7393,-11.2692
1740021174.5152,0.0121,0.3911,0.0255,-0.6160,-9.5222
1740021174.5253,0.0162,0.4613,0.0192,-0.7161,-12.6500
1740021174.5352,0.0204,0.3677,0.0127,-0.5713,-10.3839
1740021174.5452,0.0241,0.4232,0.0069,-0.6514,-13.0049
1740021174.5552,0.0279,0.3274,0.0010,-0.5052,-10.6251
1740021174.5652,0.0309,0.2936,-0.0036,-0.4532,-10.1550
1740021174.5753,0.0334,0.2111,-0.0075,-0.3289,-7.9843
1740021174.5852,0.0350,0.1133,-0.0100,-0.1827,-5.1278
1740021174.5952,0.0359,0.0634,-0.0114,-0.1090,-3.7123
1740021174.6053,0.0359,-0.0626,-0.0117,0.0786,0.3915
1740021174.6152,0.0352,-0.0726,-0.0107,0.0917,0.8071
1740021174.6252,0.0341,-0.1688,-0.0092,0.2342,4.1683
1740021174.6352,0.0324,-0.1462,-0.0070,0.1983,3.6931
1740021174.6452,0.0307,-0.2377,-0.0045,0.3342,7.0553
1740021174.6552,0.0284,-0.1930,-0.0014,0.2656,5.9848
1740021174.6653,0.0262,-0.3038,0.0018,0.4310,10.1212
1740021174.6752,0.0234,-0.2388,0.0057,0.3327,8.5270
1740021174.6852,0.0208,-0.3170,0.0093,0.4502,11.6728
1740021174.6952,0.0184,-0.2236,0.0127,0.3103,9.0758
1740021174.7052,0.0159,-0.3140,0.0161,0.4471,12.6351
1740021174.7152,0.0131,-0.2300,0.0201,0.3225,10.4802
1740021174.7252,0.0108,-0.2788,0.0234,0.3979,12.6683
1740021174.7352,0.0084,-0.1911,0.0268,0.2689,10.3427
1740021174.7452,0.0064,-0.2347,0.0296,0.3376,12.3097
1740021174.7552,0.0045,-0.1506,0.0324,0.2151,10.0536
1740021174.7652,0.0030,-0.1784,0.0346,0.2611,11.4350
1740021174.7752,0.0016,-0.1005,0.0367,0.1488,9.3044
1740021174.7852,0.0006,-0.1096,0.0380,0.1675,9.9754
1740021174.7952,-0.0000,-0.0293,0.0391,0.0525,7.6326
1740021174.8052,-0.0002,-0.0243,0.0395,0.0501,7.6868
1740021174.8152,-0.0002,0.0278,0.0396,-0.0223,6.1602
1740021174.8252,0.0003,0.0704,0.0391,-0.0804,4.8474
1740021174.8352,0.0012,0.1038,0.0380,-0.1245,3.7717
1740021174.8452,0.0025,0.1502,0.0365,-0.1881,2.1872
1740021174.8552,0.0041,0.1635,0.0345,-0.2023,1.6341
1740021174.8652,0.0061,0.2459,0.0320,-0.3202,-1.2988
1740021174.8752,0.0085,0.2371,0.0288,-0.3016,-1.3073
1740021174.8852,0.0112,0.3154,0.0254,-0.4140,-4.2578
1740021174.8952,0.0142,0.2841,0.0214,-0.3623,-3.6577
1740021174.9052,0.0174,0.3686,0.0174,-0.4851,-6.9372
1740021174.9153,0.0207,0.2985,0.0131,-0.3763,-5.1210
1740021174.9252,0.0236,0.3869,0.0093,-0.5064,-8.5493
1740021174.9352,0.0273,0.3255,0.0046,-0.4117,-7.1226
1740021174.9452,0.0306,0.3713,0.0004,-0.4789,-9.2211
1740021174.9552,0.0340,0.3020,-0.0039,-0.3737,-7.5196
1740021174.9652,0.0371,0.3518,-0.0078,-0.4481,-9.7406
1740021174.9752,0.0399,0.2707,-0.0112,-0.3266,-7.5518
1740021174.9852,0.0423,0.2283,-0.0141,-0.2639,-6.5887
1740021174.9952,0.0443,0.1716,-0.0163,-0.1804,-5.0723
1740021175.0053,0.0458,0.1494,-0.0178,-0.1492,-4.6250
1740021175.0152,0.0471,0.1114,-0.0190,-0.0944,-3.6048
1740021175.0252,0.0479,0.0345,-0.0195,0.0184,-1.1828
1740021175.0352,0.0481,0.0169,-0.0191,0.0418,-0.6274
1740021175.0452,0.0479,-0.0795,-0.0181,0.1835,2.6449
1740021175.0552,0.0471,-0.0698,-0.0163,0.1658,2.5088
1740021175.0652,0.0460,-0.1790,-0.0140,0.3268,6.3973
1740021175.0752,0.0443,-0.1423,-0.0109,0.2689,5.5623
1740021175.0853,0.0428,-0.1867,-0.0081,0.3333,7.4002
1740021175.0952,0.0411,-0.1354,-0.0051,0.2543,6.0897
1740021175.1052,0.0400,-0.1037,-0.0029,0.2056,5.3356
1740021175.1152,0.0392,-0.0602,-0.0012,0.1393,4.1227
1740021175.1252,0.0390,0.0380,-0.0005,-0.0083,0.9585
1740021175.1352,0.0395,0.0551,-0.0008,-0.0341,0.3479
1740021175.1452,0.0407,0.2101,-0.0020,-0.2665,-4.9910
1740021175.1553,0.0424,0.1673,-0.0041,-0.2021,-3.8667
1740021175.1652,0.0450,0.4171,-0.0075,-0.5768,-12.6855
1740021175.1752,0.0490,0.3482,-0.0131,-0.4733,-11.2123
1740021175.1852,0.0534,0.6055,-0.0191,-0.8600,-20.6965
1740021175.1953,0.0590,0.4776,-0.0271,-0.6689,-17.6578
1740021175.2052,0.0646,0.7523,-0.0350,-1.0833,-28.0600
1740021175.2152,0.0714,0.5727,-0.0449,-0.8168,-23.6528
1740021175.2252,0.0779,0.8187,-0.0541,-1.1901,-33.3489
1740021175.2352,0.0839,0.5566,-0.0628,-0.8022,-26.1156
1740021175.2452,0.0898,0.7301,-0.0714,-1.0694,-33.3842
1740021175.2552,0.0961,0.5057,-0.0807,-0.7418,-27.6046
1740021175.2652,0.1010,0.5623,-0.0879,-0.8365,-26.9791
1740021175.2752,0.1058,0.3746,-0.0951,-0.5671,-22.7018
1740021175.2852,0.1091,0.3270,-0.1001,-0.5088,-22.2930
1740021175.2952,0.1115,0.1655,-0.1040,-0.2814,-18.4531
1740021175.3052,0.1125,0.0459,-0.1059,-0.1177,-15.5942
1740021175.3152,0.1123,-0.0696,-0.1062,0.0392,-12.6836
1740021175.3252,0.1105,-0.3098,-0.1042,0.3819,-5.8542
1740021175.3352,0.1076,-0.3344,-0.1007,0.4040,-5.0828
1740021175.3452,0.1031,-0.6020,-0.0951,0.7877,3.0163
1740021175.3552,0.0970,-0.5897,-0.0871,0.7535,3.2381
1740021175.3652,0.0901,-0.8540,-0.0782,1.1340,11.7077
1740021175.3752,0.0818,-0.7750,-0.0672,1.0016,10.3987
1740021175.3852,0.0732,-1.0218,-0.0561,1.3590,18.7205
1740021175.3952,0.0635,-0.8886,-0.0433,1.1480,16.1246
1740021175.4052,0.0540,-1.1007,-0.0309,1.4569,23.6704
1740021175.4152,0.0451,-0.8922,-0.0194,1.1371,18.8049
1740021175.4252,0.0360,-1.0153,-0.0078,1.3163,23.7443
1740021175.4352,0.0266,-0.8353,0.0042,1.0421,19.8496
1740021175.4452,0.0182,-0.9369,0.0147,1.1928,24.1204
1740021175.4552,0.0096,-0.7554,0.0255,0.9200,20.1203
1740021175.4652,0.0023,-0.7602,0.0342,0.9289,21.4092
1740021175.4752,-0.0045,-0.5922,0.0424,0.6800,17.5687
1740021175.4852,-0.0101,-0.5850,0.0487,0.6740,18.2834
1740021175.4952,-0.0153,-0.4435,0.0545,0.4677,14.9981
1740021175.5052,-0.0191,-0.3437,0.0583,0.3252,12.7239
1740021175.5152,-0.0219,-0.2370,0.0607,0.1733,10.0991
1740021175.5252,-0.0239,-0.1606,0.0618,0.0675,8.2162
1740021175.5352,-0.0250,-0.1003,0.0620,-0.0148,6.6725
1740021175.5452,-0.0259,-0.0948,0.0618,-0.0138,6.7095
1740021175.5552,-0.0266,-0.0490,0.0614,-0.0733,5.5433
1740021175.5652,-0.0270,-0.0255,0.0604,-0.0992,4.9707
1740021175.5752,-0.0270,0.0085,0.0592,-0.1411,4.0501
1740021175.5852,-0.0273,-0.0786,0.0583,-0.0016,6.7198
1740021175.5952,-0.0279,-0.0445,0.0582,-0.0440,5.9241
1740021175.6053,-0.0288,-0.1557,0.0584,0.1311,9.4296
1740021175.6152,-0.0301,-0.1037,0.0595,0.0615,8.2568
1740021175.6252,-0.0315,-0.2024,0.0606,0.2179,11.5150
1740021175.6352,-0.0332,-0.1333,0.0624,0.1229,9.9406
1740021175.6452,-0.0350,-0.2703,0.0643,0.3369,14.4335
1740021175.6552,-0.0374,-0.1842,0.0672,0.2167,12.5117
1740021175.6652,-0.0395,-0.3018,0.0699,0.4019,16.5476
1740021175.6753,-0.0416,-0.1780,0.0727,0.2251,13.4911
1740021175.6852,-0.0436,-0.2720,0.0753,0.3759,16.8478
1740021175.6952,-0.0459,-0.1650,0.0784,0.2262,14.3885
1740021175.7052,-0.0475,-0.2131,0.0807,0.3091,16.3893
1740021175.7152,-0.0492,-0.1058,0.0832,0.1598,13.8591
1740021175.7252,-0.0500,-0.0961,0.0845,0.1572,14.0674
1740021175.7352,-0.0505,-0.0015,0.0855,0.0279,11.7473
1740021175.7452,-0.0503,0.0172,0.0855,0.0125,11.5422
1740021175.7553,-0.0498,0.0921,0.0851,-0.0868,9.6486
1740021175.7652,-0.0484,0.1707,0.0837,-0.1916,7.5123
1740021175.7753,-0.0464,0.2208,0.0814,-0.2537,6.1053
1740021175.7852,-0.0437,0.3481,0.0781,-0.4315,2.3010
1740021175.7952,-0.0405,0.3477,0.0743,-0.4196,2.1344
1740021175.8052,-0.0366,0.4666,0.0694,-0.5856,-1.6384
1740021175.8152,-0.0319,0.4508,0.0636,-0.5505,-1.5949
1740021175.8253,-0.0269,0.6020,0.0574,-0.7662,-6.5334
1740021175.8352,-0.0210,0.5532,0.0500,-0.6829,-5.7599
1740021175.8452,-0.0149,0.7090,0.0424,-0.9073,-11.0426
1740021175.8552,-0.0081,0.6274,0.0338,-0.7767,-9.5052
1740021175.8652,-0.0014,0.7705,0.0255,-0.9845,-14.5805
1740021175.8752,0.0058,0.6621,0.0163,-0.8160,-12.3905
1740021175.8852,0.0129,0.8244,0.0075,-1.0551,-18.1561
1740021175.8952,0.0206,0.6933,-0.0023,-0.8550,-15.4363
1740021175.9052,0.0279,0.8292,-0.0113,-1.0572,-20.5208
1740021175.9152,0.0356,0.6797,-0.0209,-0.8322,-17.3176
1740021175.9252,0.0426,0.8150,-0.0297,-1.0363,-22.4272
1740021175.9352,0.0501,0.6541,-0.0390,-0.7970,-18.9302
1740021175.9452,0.0570,0.8033,-0.0475,-1.0245,-24.4842
1740021175.9552,0.0632,0.6039,-0.0553,-0.7300,-19.7182
1740021175.9652,0.0696,0.7517,-0.0630,-0.9577,-25.2047
1740021175.9752,0.0763,0.5779,-0.0716,-0.7046,-21.3741
1740021175.9852,0.0822,0.6599,-0.0787,-0.8362,-24.9128
1740021175.9952,0.0880,0.4840,-0.0859,-0.5830,-20.9363
1740021176.0053,0.0926,0.5101,-0.0916,-0.6332,-22.7067
1740021176.0152,0.0970,0.3481,-0.0968,-0.4034,-18.9590
1740021176.0252,0.1001,0.3291,-0.1004,-0.3883,-19.2121
1740021176.0352,0.1027,0.1919,-0.1034,-0.1974,-15.9481
1740021176.0453,0.1042,0.1291,-0.1048,-0.1186,-14.6832
1740021176.0552,0.1049,0.0269,-0.1052,0.0203,-12.1077
1740021176.0652,0.1044,-0.1070,-0.1040,0.2044,-8.4695
1740021176.0752,0.1030,-0.1713,-0.1015,0.2846,-6.6857
1740021176.0852,0.1005,-0.3335,-0.0976,0.5111,-1.8779
1740021176.0952,0.0970,-0.3498,-0.0923,0.5199,-1.1410
1740021176.1052,0.0929,-0.5111,-0.0863,0.7461,3.9532
1740021176.1152,0.0878,-0.4827,-0.0789,0.6892,3.6697
1740021176.1252,0.0824,-0.6407,-0.0713,0.9124,8.9175
1740021176.1352,0.0762,-0.5748,-0.0625,0.8012,7.7586
1740021176.1452,0.0701,-0.7065,-0.0540,0.9872,12.4076
1740021176.1552,0.0637,-0.5781,-0.0453,0.7847,9.4776
1740021176.1652,0.0584,-0.6346,-0.0380,0.8617,11.8468
1740021176.1752,0.0525,-0.5365,-0.0301,0.7071,9.7649
1740021176.1852,0.0472,-0.5630,-0.0232,0.7409,11.2612
1740021176.1952,0.0420,-0.4699,-0.0164,0.5961,9.2378
1740021176.2053,0.0377,-0.4077,-0.0111,0.4990,7.9807
1740021176.2152,0.0340,-0.3316,-0.0067,0.3822,6.2180
1740021176.2252,0.0312,-0.2331,-0.0037,0.2326,3.6533
1740021176.2352,0.0291,-0.1882,-0.0018,0.1642,2.5354
1740021176.2452,0.0279,-0.0381,-0.0011,-0.0616,-1.8197
1740021176.2552,0.0277,-0.0305,-0.0019,-0.0729,-2.1580
1740021176.2652,0.0277,0.0708,-0.0032,-0.2250,-5.3175
1740021176.2752,0.0282,0.0264,-0.0051,-0.1583,-4.2630
1740021176.2852,0.0288,0.1143,-0.0070,-0.2905,-7.1100
1740021176.2952,0.0298,0.0731,-0.0097,-0.2290,-6.2630
1740021176.3052,0.0304,0.0796,-0.0119,-0.2398,-6.7750
1740021176.3152,0.0310,0.0326,-0.0140,-0.1704,-5.6998
1740021176.3252,0.0310,-0.0245,-0.0152,-0.0864,-4.2393
1740021176.3352,0.0306,-0.0586,-0.0158,-0.0374,-3.3783
1740021176.3452,0.0295,-0.1676,-0.0155,0.1238,-0.2047
1740021176.3552,0.0277,-0.1759,-0.0141,0.1337,0.1366
1740021176.3652,0.0256,-0.3409,-0.0121,0.3791,5.1797
1740021176.3752,0.0222,-0.3180,-0.0082,0.3419,4.9066
1740021176.3852,0.0182,-0.5407,-0.0036,0.6740,11.9785
1740021176.3952,0.0130,-0.4687,0.0028,0.5638,10.6133
1740021176.4052,0.0077,-0.6534,0.0093,0.8400,16.8387
1740021176.4152,0.0016,-0.5407,0.0171,0.6704,14.4894
1740021176.4252,-0.0043,-0.7156,0.0245,0.9336,20.5936
1740021176.4352,-0.0109,-0.5750,0.0330,0.7243,17.5766
1740021176.4453,-0.0169,-0.7004,0.0407,0.9155,22.3117
1740021176.4552,-0.0223,-0.5197,0.0476,0.6482,17.9684
1740021176.4652,-0.0275,-0.5877,0.0541,0.7556,20.9354
1740021176.4752,-0.0327,-0.4379,0.0607,0.5375,17.5380
1740021176.4852,-0.0367,-0.4001,0.0655,0.4887,17.2431
1740021176.4952,-0.0401,-0.2691,0.0695,0.3012,14.1288
1740021176.5052,-0.0422,-0.1649,0.0716,0.1549,11.5991
1740021176.5152,-0.0433,-0.0722,0.0725,0.0263,9.2540
1740021176.5252,-0.0433,0.0796,0.0717,-0.1902,4.9880
1740021176.5352,-0.0423,0.1112,0.0696,-0.2264,4.0839
1740021176.5452,-0.0406,0.2930,0.0665,-0.4888,-1.3865
1740021176.5552,-0.0375,0.2932,0.0615,-0.4780,-1.7418
1740021176.5652,-0.0339,0.4783,0.0557,-0.7451,-7.6395
1740021176.5752,-0.0292,0.4304,0.0485,-0.6635,-6.8964
1740021176.5852,-0.0244,0.5930,0.0411,-0.8985,-12.3834
1740021176.5952,-0.0187,0.5072,0.0326,-0.7617,-10.7295
1740021176.6052,-0.0134,0.6196,0.0246,-0.9237,-14.8797
1740021176.6152,-0.0076,0.5106,0.0160,-0.7545,-12.6115
1740021176.6252,-0.0025,0.5540,0.0086,-0.8155,-14.7336
1740021176.6352,0.0025,0.4405,0.0012,-0.6421,-12.2521
1740021176.6452,0.0066,0.4186,-0.0048,-0.6077,-12.3316
1740021176.6552,0.0103,0.3186,-0.0101,-0.4570,-10.0528
1740021176.6652,0.0130,0.2192,-0.0139,-0.3084,-7.6207
1740021176.6752,0.0147,0.1487,-0.0164,-0.2041,-5.9013
1740021176.6852,0.0157,0.0382,-0.0176,-0.0403,-2.8644
1740021176.6952,0.0158,0.0049,-0.0177,0.0072,-1.9596
1740021176.7052,0.0151,-0.1786,-0.0165,0.2797,3.5164
1740021176.7152,0.0137,-0.1464,-0.0142,0.2286,2.7850
1740021176.7252,0.0117,-0.2834,-0.0112,0.4314,7.1284
1740021176.7352,0.0090,-0.2420,-0.0071,0.3666,6.3687
1740021176.7452,0.0062,-0.3571,-0.0029,0.5374,10.2398
1740021176.7552,0.0029,-0.2898,0.0021,0.4348,8.8552
1740021176.7652,-0.0003,-0.4039,0.0070,0.6053,12.8102
1740021176.7753,-0.0037,-0.2877,0.0120,0.4307,10.0354
1740021176.7852,-0.0065,-0.3453,0.0161,0.5178,12.2719
1740021176.7952,-0.0095,-0.2572,0.0207,0.3869,10.3026
1740021176.8052,-0.0120,-0.2709,0.0245,0.4095,11.2409
1740021176.8152,-0.0143,-0.1887,0.0280,0.2890,9.3507
1740021176.8252,-0.0159,-0.1255,0.0304,0.1976,7.8842
1740021176.8352,-0.0168,-0.0617,0.0318,0.1062,6.3106
1740021176.8452,-0.0171,-0.0140,0.0325,0.0391,5.1163
1740021176.8552,-0.0170,0.0251,0.0326,-0.0149,4.1058
1740021176.8652,-0.0165,0.0882,0.0320,-0.1046,2.3115
1740021176.8752,-0.0155,0.1069,0.0308,-0.1277,1.7436
1740021176.8852,-0.0141,0.1823,0.0291,-0.2360,-0.5609
1740021176.8952,-0.0122,0.1801,0.0267,-0.2278,-0.6674
1740021176.9052,-0.0100,0.2823,0.0239,-0.3765,-3.9082
1740021176.9152,-0.0072,0.2576,0.0202,-0.3352,-3.5295
1740021176.9252,-0.0047,0.2760,0.0168,-0.3590,-4.3920
1740021176.9352,-0.0021,0.2383,0.0135,-0.2991,-3.6130
1740021176.9452,0.0005,0.2956,0.0103,-0.3823,-5.6333
1740021176.9552,0.0029,0.2445,0.0072,-0.3036,-4.4586
1740021176.9652,0.0055,0.2990,0.0040,-0.3836,-6.4219
1740021176.9752,0.0083,0.2520,0.0005,-0.3116,-5.4471
1740021176.9852,0.0112,0.3659,-0.0032,-0.4816,-9.2365
1740021176.9952,0.0144,0.2790,-0.0073,-0.3508,-7.1836
1740021177.0053,0.0174,0.4209,-0.0112,-0.5637,-11.8545
1740021177.0152,0.0213,0.3436,-0.0164,-0.4481,-10.2511
1740021177.0252,0.0249,0.4237,-0.0212,-0.5697,-13.2438
1740021177.0352,0.0288,0.3308,-0.0263,-0.4322,-11.2106
1740021177.0452,0.0321,0.3693,-0.0306,-0.4928,-12.9666
1740021177.0552,0.0353,0.2755,-0.0350,-0.3556,-10.8485
1740021177.0652,0.0381,0.3082,-0.0385,-0.4090,-12.3741
1740021177.0752,0.0407,0.2203,-0.0420,-0.2819,-10.3638
1740021177.0852,0.0428,0.2148,-0.0446,-0.2792,-10.6791
1740021177.0952,0.0446,0.1371,-0.0469,-0.1688,-8.8433
1740021177.1052,0.0457,0.0967,-0.0482,-0.1148,-7.9972
1740021177.1152,0.0463,0.0371,-0.0489,-0.0323,-6.5187
1740021177.1252,0.0465,0.0244,-0.0491,-0.0205,-6.3591
1740021177.1352,0.0466,-0.0182,-0.0490,0.0362,-5.2893
1740021177.1453,0.0461,-0.0878,-0.0482,0.1331,-3.3378
1740021177.1552,0.0452,-0.1056,-0.0469,0.1532,-2.8276
1740021177.1652,0.0438,-0.1769,-0.0449,0.2528,-0.6792
1740021177.1752,0.0420,-0.1819,-0.0423,0.2531,-0.3952
1740021177.1852,0.0400,-0.2279,-0.0396,0.3151,1.1211
1740021177.1952,0.0377,-0.2161,-0.0365,0.2910,0.9903
1740021177.2052,0.0355,-0.2328,-0.0336,0.3099,1.6884
1740021177.2152,0.0335,-0.2107,-0.0310,0.2716,1.2302
1740021177.2252,0.0317,-0.1619,-0.0286,0.1934,-0.0459
1740021177.2352,0.0301,-0.1491,-0.0268,0.1696,-0.3241
1740021177.2453,0.0291,-0.0338,-0.0259,-0.0077,-3.7130
1740021177.2553,0.0288,-0.0421,-0.0260,0.0009,-3.5961
1740021177.2652,0.0289,0.0849,-0.0268,-0.1933,-7.5280
1740021177.2752,0.0296,0.0483,-0.0286,-0.1418,-6.7831
1740021177.2852,0.0305,0.1695,-0.0306,-0.3275,-10.7182
1740021177.2953,0.0317,0.0805,-0.0332,-0.1978,-8.5390
1740021177.3052,0.0329,0.2073,-0.0356,-0.3919,-12.6932
1740021177.3152,0.0347,0.1311,-0.0392,-0.2819,-11.0270
1740021177.3252,0.0360,0.1809,-0.0421,-0.3617,-13.0106
1740021177.3352,0.0375,0.0953,-0.0452,-0.2388,-11.0440
1740021177.3452,0.0383,0.1024,-0.0474,-0.2556,-11.7136
1740021177.3552,0.0390,0.0233,-0.0495,-0.1434,-9.8324
1740021177.3652,0.0388,-0.0505,-0.0503,-0.0399,-7.9731
1740021177.3752,0.0379,-0.1090,-0.0502,0.0405,-6.4568
1740021177.3852,0.0362,-0.2583,-0.0489,0.2567,-2.1127
1740021177.3952,0.0334,-0.2797,-0.0460,0.2808,-1.3479
1740021177.4052,0.0296,-0.5190,-0.0418,0.6319,6.0013
1740021177.4152,0.0244,-0.4882,-0.0355,0.5782,5.6823
1740021177.4252,0.0186,-0.7510,-0.0284,0.9656,14.1296
1740021177.4352,0.0114,-0.6610,-0.0191,0.8243,12.4772
1740021177.4452,0.0035,-1.0138,-0.0091,1.3487,23.9886
1740021177.4552,-0.0053,-0.7847,0.0025,1.0007,18.5968
1740021177.4652,-0.0135,-1.1054,0.0132,1.4799,29.3263
