Time (s),Cart Position (m),Cart Velocity (m/s),Pole Angle (rad),Pole Angular Velocity (rad/s),Control Input (N)
1740021158.8952,0.0345,0.2615,-0.0531,-0.3464,-17.8809
1740021158.9052,0.0375,0.4088,-0.0571,-0.5741,-24.4902
1740021158.9152,0.0409,0.2509,-0.0619,-0.3447,-19.5893
1740021158.9252,0.0438,0.4046,-0.0660,-0.5831,-26.4876
1740021158.9352,0.0471,0.2347,-0.0708,-0.3373,-21.1921
1740021158.9452,0.0495,0.3162,-0.0743,-0.4688,-25.2890
1740021158.9552,0.0519,0.1492,-0.0779,-0.2290,-19.9568
1740021158.9653,0.0534,0.2040,-0.0802,-0.3218,-22.8780
1740021158.9752,0.0544,0.0398,-0.0819,-0.0864,-17.3168
1740021158.9852,0.0544,-0.0128,-0.0822,-0.0195,-15.8160
1740021158.9953,0.0537,-0.1205,-0.0816,0.1293,-12.0829
1740021159.0052,0.0519,-0.2416,-0.0795,0.2981,-7.5545
1740021159.0152,0.0491,-0.2945,-0.0761,0.3647,-5.4082
1740021159.0252,0.0454,-0.4622,-0.0714,0.6036,1.3540
1740021159.0352,0.0408,-0.4538,-0.0653,0.5790,1.6595
1740021159.0452,0.0355,-0.6503,-0.0585,0.8623,9.9575
1740021159.0552,0.0292,-0.5817,-0.0502,0.7489,8.4068
1740021159.0652,0.0226,-0.7969,-0.0417,1.0623,17.7998
1740021159.0752,0.0163,-0.6404,-0.0334,0.8199,13.0066
1740021159.0852,0.0094,-0.8173,-0.0245,1.0785,21.0976
1740021159.0952,0.0018,-0.6674,-0.0146,0.8476,16.8829
1740021159.1052,-0.0052,-0.8187,-0.0057,1.0704,24.1077
1740021159.1152,-0.0127,-0.6461,0.0039,0.8082,19.0811
1740021159.1252,-0.0192,-0.7177,0.0120,0.9144,23.2023
1740021159.1352,-0.0256,-0.5460,0.0200,0.6566,18.0326
1740021159.1452,-0.0310,-0.6002,0.0265,0.7393,21.3045
1740021159.1552,-0.0363,-0.4441,0.0328,0.5075,16.5342
1740021159.1652,-0.0405,-0.4467,0.0376,0.5150,17.5999
1740021159.1752,-0.0443,-0.3152,0.0418,0.3223,13.4774
1740021159.1852,-0.0472,-0.3039,0.0447,0.3109,13.7476
1740021159.1952,-0.0498,-0.2020,0.0471,0.1641,10.4863
1740021159.2052,-0.0516,-0.1924,0.0485,0.1562,10.5939
1740021159.2152,-0.0532,-0.1160,0.0495,0.0485,8.0975
1740021159.2252,-0.0543,-0.1447,0.0501,0.0987,9.5436
1740021159.2352,-0.0553,-0.0748,0.0505,0.0005,7.1725
1740021159.2452,-0.0561,-0.1125,0.0506,0.0644,8.8968
1740021159.2552,-0.0570,-0.0561,0.0509,-0.0128,7.0574
1740021159.2652,-0.0576,-0.0993,0.0510,0.0595,8.9841
1740021159.2752,-0.0584,-0.0434,0.0512,-0.0169,7.1617
1740021159.2852,-0.0592,-0.1681,0.0517,0.1774,12.2846
1740021159.2952,-0.0603,-0.0683,0.0527,0.0353,8.9155
1740021159.3052,-0.0614,-0.1978,0.0538,0.2361,14.2978
1740021159.3152,-0.0631,-0.1122,0.0557,0.1152,11.6392
1740021159.3252,-0.0645,-0.2315,0.0574,0.3018,16.7894
1740021159.3352,-0.0664,-0.1281,0.0598,0.1547,13.5663
1740021159.3452,-0.0678,-0.1944,0.0615,0.2624,16.7217
1740021159.3552,-0.0693,-0.0865,0.0635,0.1094,13.2762
1740021159.3652,-0.0702,-0.1593,0.0648,0.2274,16.6321
1740021159.3752,-0.0714,-0.0542,0.0665,0.0792,13.2620
1740021159.3852,-0.0718,-0.0681,0.0671,0.1096,14.2763
1740021159.3952,-0.0720,0.0250,0.0676,-0.0201,11.1836
1740021159.4052,-0.0714,0.0910,0.0669,-0.1089,8.9115
1740021159.4152,-0.0701,0.1523,0.0653,-0.1904,6.6881
1740021159.4252,-0.0682,0.2381,0.0629,-0.3089,3.3535
1740021159.4352,-0.0657,0.2596,0.0596,-0.3310,2.3332
1740021159.4452,-0.0626,0.3746,0.0556,-0.4936,-2.3992
1740021159.4552,-0.0589,0.3565,0.0508,-0.4573,-2.2228
1740021159.4652,-0.0550,0.4409,0.0458,-0.5752,-6.0027
1740021159.4752,-0.0514,0.3802,0.0411,-0.4770,-4.2401
1740021159.4852,-0.0471,0.5067,0.0358,-0.6595,-9.7564
1740021159.4952,-0.0423,0.4372,0.0296,-0.5484,-7.9361
1740021159.5052,-0.0378,0.5078,0.0239,-0.6488,-11.4326
1740021159.5152,-0.0331,0.4207,0.0180,-0.5130,-8.9535
1740021159.5252,-0.0288,0.4695,0.0128,-0.5825,-11.5918
1740021159.5352,-0.0245,0.3805,0.0076,-0.4458,-8.9855
1740021159.5452,-0.0206,0.4359,0.0030,-0.5267,-11.8274
1740021159.5552,-0.0172,0.3364,-0.0010,-0.3760,-8.6637
1740021159.5652,-0.0138,0.3873,-0.0048,-0.4516,-11.2549
1740021159.5752,-0.0103,0.3047,-0.0088,-0.3273,-8.7750
1740021159.5852,-0.0072,0.3519,-0.0122,-0.3988,-11.1876
1740021159.5952,-0.0040,0.2708,-0.0156,-0.2781,-8.7203
1740021159.6052,-0.0013,0.3112,-0.0185,-0.3403,-10.8162
1740021159.6152,0.0015,0.2335,-0.0214,-0.2257,-8.4193
1740021159.6252,0.0040,0.3069,-0.0239,-0.3384,-11.7600
1740021159.6352,0.0068,0.2273,-0.0268,-0.2218,-9.3219
1740021159.6452,0.0091,0.2883,-0.0292,-0.3167,-12.1962
1740021159.6552,0.0117,0.2052,-0.0318,-0.1957,-9.6116
1740021159.6652,0.0139,0.2886,-0.0341,-0.3249,-13.3516
1740021159.6753,0.0162,0.1745,-0.0364,-0.1583,-9.5568
1740021159.6853,0.0179,0.2269,-0.0381,-0.2413,-12.0112
1740021159.6952,0.0198,0.1453,-0.0400,-0.1240,-9.4078
1740021159.7052,0.0213,0.1987,-0.0414,-0.2097,-11.9000
1740021159.7153,0.0227,0.1098,-0.0426,-0.0815,-8.9033
1740021159.7252,0.0238,0.1384,-0.0435,-0.1305,-10.3656
1740021159.7352,0.0248,0.0698,-0.0444,-0.0337,-8.1182
1740021159.7452,0.0253,0.0280,-0.0443,0.0223,-6.7493
1740021159.7552,0.0253,-0.0210,-0.0437,0.0892,-5.0095
