Time (s),Cart Position (m),Cart Velocity (m/s),Pole Angle (rad),Pole Angular Velocity (rad/s),Control Input (N)
1740035342.0677,0.0067,0.0016,-0.0025,-0.0096,-0.9291
1740035342.0777,0.0067,-0.0056,-0.0025,0.0008,-0.5763
1740035342.0877,0.0066,0.0013,-0.0025,-0.0098,-0.9594
1740035342.0977,0.0066,-0.0062,-0.0026,0.0010,-0.5950
1740035342.1077,0.0065,-0.0031,-0.0025,-0.0040,-0.7767
1740035342.1177,0.0065,-0.0089,-0.0025,0.0043,-0.4873
1740035342.1278,0.0064,-0.0119,-0.0025,0.0085,-0.3331
1740035342.1378,0.0063,-0.0135,-0.0024,0.0106,-0.2463
1740035342.1477,0.0061,-0.0226,-0.0023,0.0239,0.2543
1740035342.1577,0.0059,-0.0196,-0.0020,0.0190,0.1246
1740035342.1677,0.0058,-0.0183,-0.0019,0.0168,0.0712
1740035342.1777,0.0055,-0.0348,-0.0016,0.0412,1.0278
1740035342.1877,0.0052,-0.0495,-0.0012,0.0630,1.8976
1740035342.1977,0.0045,-0.0566,-0.0004,0.0734,2.4897
1740035342.2077,0.0041,-0.0349,0.0002,0.0405,1.4573
1740035342.2177,0.0035,-0.0460,0.0009,0.0570,2.2234
1740035342.2278,0.0032,-0.0274,0.0013,0.0291,1.3373
1740035342.2377,0.0030,-0.0141,0.0015,0.0093,0.6828
1740035342.2477,0.0029,-0.0186,0.0015,0.0164,0.9514
1740035342.2577,0.0027,-0.0105,0.0016,0.0044,0.5513
1740035342.2683,0.0027,-0.0082,0.0016,0.0010,0.4336
1740035342.2777,0.0026,-0.0072,0.0017,-0.0001,0.3999
1740035342.2878,0.0025,0.0039,0.0016,-0.0165,-0.1950
1740035342.2978,0.0025,0.0025,0.0015,-0.0142,-0.1413
1740035342.3077,0.0025,0.0010,0.0014,-0.0118,-0.0888
1740035342.3178,0.0026,0.0002,0.0013,-0.0103,-0.0647
1740035342.3277,0.0026,0.0160,0.0012,-0.0338,-0.9343
1740035342.3377,0.0027,0.0080,0.0009,-0.0215,-0.5669
1740035342.3477,0.0027,0.0029,0.0007,-0.0137,-0.3331
1740035342.3577,0.0030,0.0199,0.0003,-0.0391,-1.3522
1740035342.3677,0.0031,0.0104,0.0000,-0.0247,-0.9163
1740035342.3778,0.0031,0.0017,-0.0002,-0.0116,-0.5034
1740035342.3877,0.0031,-0.0023,-0.0003,-0.0056,-0.3144
1740035342.3977,0.0032,0.0012,-0.0004,-0.0108,-0.5395
1740035342.4077,0.0031,-0.0101,-0.0004,0.0061,0.0457
1740035342.4177,0.0030,-0.0093,-0.0004,0.0049,0.0109
1740035342.4278,0.0029,-0.0295,-0.0003,0.0351,1.1063
1740035342.4377,0.0027,-0.0197,-0.0000,0.0202,0.6411
1740035342.4477,0.0025,-0.0500,0.0002,0.0657,2.3221
1740035342.4577,0.0021,-0.0299,0.0007,0.0353,1.3647
1740035342.4677,0.0018,-0.0607,0.0010,0.0817,3.1075
1740035342.4777,0.0014,-0.0340,0.0016,0.0416,1.8340
1740035342.4877,0.0011,-0.0582,0.0019,0.0781,3.2316
1740035342.4977,0.0007,-0.0334,0.0024,0.0409,2.0451
1740035342.5077,0.0004,-0.0153,0.0027,0.0140,1.1564
1740035342.5177,-0.0000,-0.0430,0.0033,0.0559,2.8261
1740035342.5277,-0.0003,-0.0206,0.0037,0.0227,1.7505
1740035342.5378,-0.0008,-0.0402,0.0043,0.0526,2.9974
1740035342.5478,-0.0010,-0.0237,0.0046,0.0281,2.2056
1740035342.5578,-0.0011,-0.0081,0.0047,0.0052,1.4250
1740035342.5678,-0.0012,-0.0013,0.0047,-0.0046,1.0830
1740035342.5777,-0.0012,0.0027,0.0046,-0.0096,0.9008
1740035342.5878,-0.0011,0.0058,0.0045,-0.0136,0.7366
1740035342.5977,-0.0010,0.0110,0.0043,-0.0208,0.4448
1740035342.6077,-0.0009,0.0140,0.0041,-0.0246,0.2588
1740035342.6177,-0.0006,0.0245,0.0037,-0.0396,-0.3803
1740035342.6277,-0.0004,0.0270,0.0033,-0.0427,-0.5788
1740035342.6377,-0.0002,0.0218,0.0030,-0.0343,-0.3617
1740035342.6477,0.0000,0.0205,0.0026,-0.0319,-0.3547
1740035342.6577,0.0002,0.0167,0.0023,-0.0258,-0.2053
1740035342.6678,0.0003,0.0146,0.0021,-0.0221,-0.1260
1740035342.6777,0.0004,0.0108,0.0020,-0.0161,0.0538
1740035342.6878,0.0005,0.0106,0.0018,-0.0156,0.0381
1740035342.6978,0.0006,0.0104,0.0017,-0.0150,0.0279
1740035342.7077,0.0007,0.0102,0.0016,-0.0144,0.0213
1740035342.7177,0.0007,-0.0016,0.0016,0.0035,0.6755
1740035342.7278,0.0007,-0.0182,0.0016,0.0287,1.5894
1740035342.7413,0.0006,-0.0090,0.0018,0.0150,1.1425
1740035342.7478,0.0006,0.0023,0.0018,-0.0017,0.5658
1740035342.7577,0.0004,-0.0142,0.0021,0.0233,1.5373
1740035342.7677,0.0003,-0.0229,0.0023,0.0366,2.0643
1740035342.7783,0.0002,-0.0127,0.0024,0.0214,1.5686
1740035342.7877,0.0002,-0.0040,0.0025,0.0087,1.1523
1740035342.7977,-0.0000,-0.0158,0.0028,0.0267,2.3544
1740035342.8077,-0.0001,0.0022,0.0030,0.0001,1.2525
1740035342.8177,0.0000,0.0147,0.0028,-0.0181,0.4337
1740035342.8277,0.0002,0.0336,0.0026,-0.0461,-0.8483
1740035342.8377,0.0005,0.0263,0.0022,-0.0346,-0.4583
1740035342.8477,0.0007,0.0212,0.0019,-0.0266,-0.1988
1740035342.8577,0.0011,0.0363,0.0014,-0.0488,-1.3430
1740035342.8677,0.0014,0.0472,0.0010,-0.0648,-2.1761
1740035342.8777,0.0018,0.0282,0.0005,-0.0361,-1.0827
1740035342.8877,0.0021,0.0432,0.0002,-0.0585,-2.1635
1740035342.8977,0.0024,0.0246,-0.0003,-0.0304,-1.0788
1740035342.9079,0.0026,0.0151,-0.0005,-0.0162,-0.5374
1740035342.9181,0.0027,0.0099,-0.0006,-0.0085,-0.2381
1740035342.9277,0.0028,0.0121,-0.0007,-0.0118,-0.4081
1740035342.9377,0.0029,0.0085,-0.0008,-0.0064,-0.2036
1740035342.9477,0.0030,0.0035,-0.0008,0.0010,0.1030
1740035342.9577,0.0030,0.0042,-0.0008,-0.0002,0.0512
1740035342.9678,0.0031,0.0045,-0.0008,-0.0008,0.0223
1740035342.9777,0.0029,-0.0115,-0.0006,0.0231,1.1411
1740035342.9877,0.0029,-0.0244,-0.0004,0.0423,2.0411
1740035342.9977,0.0027,-0.0074,-0.0001,0.0167,1.0215
1740035343.0078,0.0027,-0.0032,-0.0001,0.0103,0.7687
1740035343.0178,0.0027,0.0059,-0.0000,-0.0034,0.1853
1740035343.0277,0.0028,-0.0142,-0.0000,0.0268,1.4935
1740035343.0377,0.0027,-0.0019,0.0001,0.0083,0.7481
1740035343.0477,0.0027,-0.0040,0.0002,0.0114,0.8996
1740035343.0577,0.0027,0.0032,0.0002,0.0006,0.4514
1740035343.0678,0.0027,0.0049,0.0002,-0.0019,0.3395
1740035343.0785,0.0028,0.0069,0.0002,-0.0048,0.2053
1740035343.0877,0.0029,0.0084,0.0001,-0.0071,0.0894
1740035343.0978,0.0031,0.0249,-0.0002,-0.0318,-1.0912
1740035343.1083,0.0033,0.0163,-0.0005,-0.0188,-0.6100
1740035343.1177,0.0037,0.0357,-0.0010,-0.0478,-2.0493
1740035343.1277,0.0039,0.0217,-0.0013,-0.0269,-1.2351
1740035343.1377,0.0045,0.0450,-0.0021,-0.0620,-3.0300
1740035343.1478,0.0048,0.0649,-0.0025,-0.0920,-4.5059
1740035343.1578,0.0053,0.0272,-0.0031,-0.0356,-2.2635
1740035343.1678,0.0055,0.0463,-0.0034,-0.0647,-3.6309
1740035343.1783,0.0057,0.0251,-0.0037,-0.0332,-2.3759
1740035343.1878,0.0058,0.0134,-0.0038,-0.0158,-1.6608
1740035343.1985,0.0059,0.0014,-0.0039,0.0018,-0.9286
1740035343.2078,0.0059,-0.0021,-0.0039,0.0067,-0.7122
1740035343.2190,0.0058,-0.0080,-0.0037,0.0150,-0.3261
1740035343.2278,0.0057,-0.0099,-0.0036,0.0174,-0.1886
1740035343.2384,0.0057,-0.0106,-0.0035,0.0180,-0.1268
1740035343.2478,0.0056,-0.0129,-0.0033,0.0209,0.0443
1740035343.2579,0.0055,-0.0121,-0.0031,0.0192,0.0131
1740035343.2678,0.0053,-0.0162,-0.0029,0.0248,0.3143
1740035343.2778,0.0052,-0.0132,-0.0027,0.0199,0.1579
1740035343.2878,0.0051,-0.0110,-0.0026,0.0162,0.0453
1740035343.2977,0.0049,-0.0124,-0.0024,0.0178,0.1692
1740035343.3078,0.0048,-0.0104,-0.0022,0.0144,0.0680
1740035343.3178,0.0047,-0.0108,-0.0020,0.0146,0.1234
1740035343.3277,0.0046,-0.0074,-0.0019,0.0092,-0.0789
1740035343.3378,0.0045,-0.0076,-0.0018,0.0092,-0.0560
1740035343.3478,0.0045,-0.0076,-0.0017,0.0091,-0.0468
1740035343.3577,0.0045,0.0063,-0.0018,-0.0122,-1.0047
1740035343.3677,0.0045,0.0173,-0.0019,-0.0289,-1.7726
1740035343.3813,0.0046,0.0028,-0.0021,-0.0075,-0.9047
1740035343.3878,0.0046,0.0180,-0.0021,-0.0304,-1.9211
1740035343.3977,0.0050,0.0216,-0.0026,-0.0359,-2.3543
1740035343.4077,0.0051,0.0024,-0.0028,-0.0075,-1.1990
1740035343.4177,0.0052,0.0117,-0.0031,-0.0217,-1.8991
1740035343.4277,0.0053,0.0153,-0.0032,-0.0276,-2.2132
1740035343.4378,0.0053,-0.0024,-0.0033,-0.0014,-1.1314
1740035343.4478,0.0052,0.0006,-0.0032,-0.0065,-1.3510
1740035343.4577,0.0052,-0.0098,-0.0032,0.0086,-0.7013
1740035343.4678,0.0050,-0.0157,-0.0031,0.0169,-0.3082
1740035343.4789,0.0049,-0.0173,-0.0029,0.0188,-0.1800
1740035343.4878,0.0047,-0.0271,-0.0027,0.0331,0.4938
1740035343.4977,0.0044,-0.0220,-0.0024,0.0250,0.2216
1740035343.5077,0.0042,-0.0192,-0.0022,0.0204,0.0859
1740035343.5213,0.0039,-0.0307,-0.0018,0.0372,0.9372
1740035343.5278,0.0037,-0.0257,-0.0015,0.0295,0.6816
1740035343.5377,0.0035,-0.0185,-0.0013,0.0183,0.2672
1740035343.5492,0.0033,-0.0158,-0.0011,0.0141,0.1206
1740035343.5579,0.0029,-0.0582,-0.0006,0.0774,3.0504
1740035343.5678,0.0025,-0.0556,-0.0000,0.0734,3.0642
1740035343.5777,0.0021,-0.0294,0.0005,0.0339,1.5147
1740035343.5877,0.0019,-0.0216,0.0006,0.0221,1.0533
1740035343.5977,0.0017,-0.0118,0.0008,0.0075,0.4610
1740035343.6077,0.0017,0.0004,0.0008,-0.0106,-0.3197
1740035343.6178,0.0016,-0.0022,0.0007,-0.0066,-0.1752
1740035343.6280,0.0016,-0.0033,0.0007,-0.0049,-0.1175
1740035343.6383,0.0016,-0.0042,0.0006,-0.0035,-0.0690
1740035343.6477,0.0016,-0.0045,0.0006,-0.0028,-0.0508
1740035343.6577,0.0020,0.1056,-0.0002,-0.1679,-7.4996
1740035343.6678,0.0026,0.0612,-0.0011,-0.1011,-4.9009
1740035343.6777,0.0032,0.0374,-0.0021,-0.0652,-3.7068
1740035343.6877,0.0034,0.0257,-0.0026,-0.0479,-3.1208
1740035343.6977,0.0035,0.0004,-0.0028,-0.0102,-1.5864
1740035343.7078,0.0035,-0.0047,-0.0028,-0.0031,-1.2972
1740035343.7177,0.0034,-0.0145,-0.0028,0.0112,-0.6755
1740035343.7277,0.0032,-0.0190,-0.0027,0.0176,-0.3646
1740035343.7377,0.0029,-0.0249,-0.0024,0.0258,0.0700
1740035343.7478,0.0028,-0.0235,-0.0022,0.0235,0.0214
1740035343.7579,0.0025,-0.0221,-0.0020,0.0210,-0.0254
1740035343.7677,0.0023,-0.0214,-0.0018,0.0196,-0.0366
1740035343.7778,0.0020,-0.0334,-0.0014,0.0373,0.8584
1740035343.7877,0.0017,-0.0277,-0.0011,0.0285,0.5431
1740035343.7977,0.0014,-0.0433,-0.0007,0.0516,1.6995
1740035343.8077,0.0010,-0.0291,-0.0003,0.0301,0.8914
1740035343.8177,0.0007,-0.0525,0.0001,0.0652,2.5543
1740035343.8278,0.0001,-0.0533,0.0008,0.0663,2.8129
1740035343.8377,-0.0003,-0.0292,0.0013,0.0301,1.3911
1740035343.8477,-0.0005,-0.0436,0.0015,0.0519,2.4206
1740035343.8577,-0.0009,-0.0230,0.0019,0.0211,1.1978
1740035343.8677,-0.0010,-0.0119,0.0020,0.0046,0.5214
1740035343.8778,-0.0013,-0.0261,0.0023,0.0262,1.5753
1740035343.8877,-0.0015,-0.0141,0.0024,0.0085,0.8597
1740035343.8977,-0.0016,-0.0070,0.0025,-0.0018,0.4219
1740035343.9077,-0.0017,-0.0032,0.0024,-0.0071,0.1799
1740035343.9177,-0.0018,-0.0119,0.0025,0.0063,0.7922
1740035343.9277,-0.0019,-0.0059,0.0025,-0.0025,0.4234
1740035343.9377,-0.0020,-0.0082,0.0025,0.0014,0.6102
1740035343.9481,-0.0020,-0.0034,0.0025,-0.0054,0.3107
1740035343.9577,-0.0021,-0.0042,0.0025,-0.0039,0.3749
1740035343.9677,-0.0021,-0.0046,0.0024,-0.0029,0.4075
1740035343.9777,-0.0021,-0.0014,0.0024,-0.0073,0.2008
1740035343.9878,-0.0021,-0.0003,0.0023,-0.0086,0.1290
1740035343.9977,-0.0021,0.0004,0.0023,-0.0095,0.0718
1740035344.0078,-0.0021,-0.0111,0.0022,0.0083,0.8197
1740035344.0177,-0.0022,-0.0064,0.0022,0.0014,0.5331
1740035344.0278,-0.0022,-0.0031,0.0022,-0.0033,0.3312
1740035344.0378,-0.0023,0.0004,0.0021,-0.0082,0.0979
1740035344.0477,-0.0022,0.0012,0.0020,-0.0091,0.0357
1740035344.0577,-0.0030,-0.1302,0.0030,0.1882,8.9677
1740035344.0677,-0.0040,-0.0747,0.0046,0.1050,5.8817
1740035344.0777,-0.0047,-0.0392,0.0056,0.0522,3.9322
1740035344.0878,-0.0049,-0.0134,0.0058,0.0142,2.3758
1740035344.0978,-0.0049,0.0108,0.0057,-0.0212,0.8318
1740035344.1078,-0.0048,0.0083,0.0054,-0.0166,0.9611
1740035344.1178,-0.0047,0.0132,0.0053,-0.0232,0.6377
1740035344.1286,-0.0045,0.0174,0.0051,-0.0288,0.3313
1740035344.1377,-0.0044,0.0193,0.0048,-0.0310,0.1644
1740035344.1478,-0.0042,0.0197,0.0045,-0.0307,0.0897
1740035344.1577,-0.0040,0.0205,0.0042,-0.0314,-0.0102
1740035344.1677,-0.0038,0.0261,0.0039,-0.0390,-0.4306
1740035344.1778,-0.0036,0.0214,0.0036,-0.0314,-0.1993
1740035344.1877,-0.0034,0.0196,0.0034,-0.0282,-0.1188
1740035344.1977,-0.0032,0.0177,0.0031,-0.0248,-0.0438
1740035344.2078,-0.0031,0.0270,0.0028,-0.0382,-0.7052
1740035344.2178,-0.0029,0.0215,0.0026,-0.0296,-0.4121
1740035344.2277,-0.0027,0.0164,0.0023,-0.0215,-0.1283
1740035344.2377,-0.0025,0.0143,0.0021,-0.0180,-0.0272
1740035344.2477,-0.0024,0.0213,0.0020,-0.0281,-0.5158
1740035344.2578,-0.0022,0.0163,0.0017,-0.0202,-0.2440
1740035344.2677,-0.0021,0.0117,0.0015,-0.0131,0.0175
1740035344.2777,-0.0020,0.0113,0.0014,-0.0122,0.0221
1740035344.2877,-0.0019,0.0110,0.0013,-0.0115,0.0241
1740035344.2977,-0.0018,0.0042,0.0013,-0.0012,0.4782
1740035344.3077,-0.0018,0.0077,0.0013,-0.0063,0.2525
1740035344.3178,-0.0017,0.0093,0.0012,-0.0084,0.1396
1740035344.3278,-0.0016,0.0098,0.0011,-0.0091,0.0999
1740035344.3377,-0.0015,0.0103,0.0010,-0.0096,0.0453
1740035344.3478,-0.0014,0.0102,0.0009,-0.0092,0.0355
1740035344.3578,-0.0013,0.0058,0.0009,-0.0026,0.3232
1740035344.3677,-0.0012,0.0081,0.0008,-0.0058,0.1744
1740035344.3777,-0.0012,0.0058,0.0008,-0.0022,0.3346
1740035344.3883,-0.0011,0.0074,0.0008,-0.0046,0.2269
1740035344.3977,-0.0010,0.0113,0.0007,-0.0102,-0.0410
1740035344.4077,-0.0009,0.0162,0.0006,-0.0175,-0.3899
1740035344.4177,-0.0008,0.0125,0.0005,-0.0117,-0.1830
1740035344.4307,-0.0007,0.0111,0.0004,-0.0096,-0.1112
1740035344.4377,-0.0005,0.0202,0.0002,-0.0231,-0.7709
1740035344.4477,-0.0003,0.0140,0.0000,-0.0138,-0.4152
1740035344.4593,-0.0002,0.0109,-0.0001,-0.0092,-0.2417
1740035344.4678,-0.0001,0.0087,-0.0002,-0.0058,-0.1151
1740035344.4777,0.0001,0.0178,-0.0004,-0.0194,-0.7817
1740035344.4878,0.0002,0.0116,-0.0005,-0.0102,-0.4231
1740035344.4977,0.0003,0.0079,-0.0006,-0.0047,-0.2037
1740035344.5077,0.0004,0.0241,-0.0006,-0.0290,-1.2824
1740035344.5178,0.0006,0.0131,-0.0008,-0.0126,-0.6346
1740035344.5277,0.0006,0.0098,-0.0009,-0.0077,-0.4397
1740035344.5378,0.0013,0.1531,-0.0019,-0.2226,-10.1472
1740035344.5477,0.0033,0.1560,-0.0047,-0.2268,-11.2775
1740035344.5577,0.0043,0.0617,-0.0062,-0.0856,-5.6502
1740035344.5677,0.0047,0.0154,-0.0067,-0.0168,-2.8400
1740035344.5777,0.0049,0.0069,-0.0069,-0.0051,-2.4396
1740035344.5882,0.0048,-0.0102,-0.0068,0.0197,-1.3601
1740035344.5978,0.0047,-0.0207,-0.0066,0.0345,-0.6500
1740035344.6082,0.0044,-0.0074,-0.0062,0.0133,-1.4669
1740035344.6177,0.0043,-0.0182,-0.0060,0.0286,-0.7531
1740035344.6280,0.0041,-0.0221,-0.0057,0.0336,-0.4686
1740035344.6377,0.0040,-0.0244,-0.0055,0.0365,-0.2737
1740035344.6477,0.0036,-0.0260,-0.0050,0.0377,-0.0889
1740035344.6578,0.0034,-0.0253,-0.0046,0.0359,-0.0639
1740035344.6678,0.0032,-0.0246,-0.0043,0.0342,-0.0511
1740035344.6777,0.0029,-0.0238,-0.0040,0.0322,-0.0446
1740035344.6878,0.0027,-0.0176,-0.0037,0.0222,-0.3965
1740035344.6978,0.0025,-0.0197,-0.0034,0.0249,-0.2169
1740035344.7077,0.0023,-0.0129,-0.0032,0.0140,-0.6268
1740035344.7178,0.0022,-0.0171,-0.0030,0.0198,-0.3318
1740035344.7278,0.0020,-0.0185,-0.0028,0.0215,-0.2141
1740035344.7379,0.0018,-0.0196,-0.0026,0.0227,-0.0999
1740035344.7478,0.0017,-0.0196,-0.0024,0.0224,-0.0587
1740035344.7577,0.0015,-0.0172,-0.0022,0.0183,-0.1798
1740035344.7678,0.0014,-0.0176,-0.0021,0.0186,-0.1365
1740035344.7778,0.0012,-0.0180,-0.0019,0.0188,-0.0761
1740035344.7878,0.0010,-0.0149,-0.0017,0.0139,-0.2358
1740035344.7980,0.0009,-0.0158,-0.0016,0.0151,-0.1549
1740035344.8079,0.0008,-0.0161,-0.0015,0.0154,-0.1185
1740035344.8179,0.0007,-0.0072,-0.0015,0.0018,-0.7156
1740035344.8284,0.0006,-0.0115,-0.0014,0.0079,-0.4410
1740035344.8377,0.0005,-0.0087,-0.0014,0.0036,-0.6338
1740035344.8478,0.0005,-0.0041,-0.0014,-0.0035,-0.9409
1740035344.8578,0.0004,-0.0112,-0.0014,0.0070,-0.4870
1740035344.8678,0.0003,-0.0148,-0.0013,0.0122,-0.2354
1740035344.8777,0.0002,-0.0118,-0.0012,0.0074,-0.4342
1740035344.8878,0.0000,-0.0143,-0.0011,0.0111,-0.2536
1740035344.8979,-0.0000,-0.0085,-0.0011,0.0021,-0.6498
1740035344.9078,-0.0001,-0.0120,-0.0011,0.0072,-0.4247
1740035344.9177,-0.0002,-0.0145,-0.0010,0.0108,-0.2482
1740035344.9277,-0.0004,-0.0136,-0.0009,0.0093,-0.2782
1740035344.9377,-0.0006,-0.0152,-0.0008,0.0116,-0.1543
1740035344.9477,-0.0007,-0.0143,-0.0006,0.0100,-0.1877
1740035344.9577,-0.0009,-0.0152,-0.0005,0.0113,-0.1001
1740035344.9677,-0.0010,-0.0225,-0.0004,0.0222,0.4023
1740035344.9777,-0.0012,-0.0185,-0.0002,0.0160,0.1878
1740035344.9877,-0.0014,-0.0244,-0.0001,0.0247,0.6185
1740035344.9978,-0.0016,-0.0185,0.0001,0.0160,0.2974
1740035345.0077,-0.0018,-0.0242,0.0003,0.0244,0.7129
1740035345.0177,-0.0020,-0.0176,0.0005,0.0146,0.3461
1740035345.0283,-0.0022,-0.0143,0.0006,0.0096,0.1634
1740035345.0377,-0.0024,-0.0224,0.0008,0.0218,0.7745
1740035345.0477,-0.0026,-0.0230,0.0010,0.0229,0.8795
1740035345.0577,-0.0028,-0.0153,0.0012,0.0114,0.4329
1740035345.0677,-0.0029,-0.0121,0.0013,0.0067,0.2553
1740035345.0780,-0.0031,-0.0123,0.0014,0.0071,0.3038
1740035345.0877,-0.0032,-0.0097,0.0014,0.0035,0.1629
1740035345.0977,-0.0033,-0.0093,0.0014,0.0031,0.1625
1740035345.1077,-0.0034,-0.0049,0.0015,-0.0033,-0.1113
1740035345.1177,-0.0034,-0.0057,0.0014,-0.0020,-0.0591
1740035345.1277,-0.0035,0.0013,0.0014,-0.0123,-0.5150
1740035345.1377,-0.0035,-0.0029,0.0013,-0.0058,-0.2604
1740035345.1477,-0.0035,-0.0051,0.0013,-0.0023,-0.1191
1740035345.1577,-0.0036,-0.0074,0.0013,0.0015,0.0482
1740035345.1677,-0.0037,-0.0070,0.0013,0.0010,0.0313
1740035345.1777,-0.0037,-0.0057,0.0013,-0.0007,-0.0426
1740035345.1877,-0.0038,-0.0058,0.0013,-0.0003,-0.0264
1740035345.1977,-0.0039,-0.0123,0.0014,0.0096,0.4388
1740035345.2078,-0.0040,-0.0257,0.0015,0.0298,1.3554
1740035345.2178,-0.0042,-0.0141,0.0017,0.0126,0.6790
1740035345.2278,-0.0044,-0.0263,0.0018,0.0311,1.5225
1740035345.2377,-0.0045,-0.0147,0.0020,0.0139,0.8413
1740035345.2477,-0.0046,-0.0071,0.0021,0.0028,0.3877
1740035345.2577,-0.0049,-0.0298,0.0025,0.0371,2.0213
1740035345.2678,-0.0052,-0.0495,0.0027,0.0669,3.4131
1740035345.2778,-0.0055,-0.0209,0.0032,0.0243,1.7153
1740035345.2877,-0.0056,-0.0068,0.0033,0.0036,0.8677
1740035345.2978,-0.0059,-0.0252,0.0036,0.0315,2.2010
1740035345.3077,-0.0061,-0.0120,0.0038,0.0122,1.4386
1740035345.3177,-0.0061,0.0012,0.0038,-0.0071,0.6202
1740035345.3277,-0.0061,-0.0110,0.0038,0.0118,1.4272
1740035345.3377,-0.0061,0.0004,0.0038,-0.0048,0.7291
1740035345.3477,-0.0061,0.0059,0.0037,-0.0124,0.3806
1740035345.3577,-0.0060,0.0084,0.0035,-0.0156,0.2067
1740035345.3678,-0.0059,0.0123,0.0034,-0.0208,-0.0628
1740035345.3777,-0.0058,0.0111,0.0032,-0.0185,-0.0147
1740035345.3877,-0.0057,0.0158,0.0030,-0.0250,-0.3477
1740035345.3977,-0.0056,0.0122,0.0028,-0.0192,-0.1571
1740035345.4078,-0.0055,0.0106,0.0027,-0.0165,-0.0704
1740035345.4177,-0.0053,0.0159,0.0024,-0.0239,-0.4835
1740035345.4277,-0.0052,0.0118,0.0022,-0.0174,-0.2516
1740035345.4377,-0.0050,0.0104,0.0020,-0.0149,-0.1941
1740035345.4477,-0.0050,0.0083,0.0019,-0.0115,-0.0779
1740035345.4577,-0.0048,0.0104,0.0017,-0.0143,-0.2426
1740035345.4677,-0.0048,0.0081,0.0016,-0.0105,-0.1143
1740035345.4777,-0.0047,0.0011,0.0016,0.0003,0.3628
1740035345.4877,-0.0047,0.0034,0.0016,-0.0030,0.2235
1740035345.4977,-0.0048,-0.0108,0.0018,0.0186,1.2364
1740035345.5077,-0.0049,-0.0016,0.0019,0.0049,0.6908
1740035345.5177,-0.0051,-0.0142,0.0022,0.0241,1.6298
1740035345.5277,-0.0052,-0.0215,0.0023,0.0353,2.1809
1740035345.5380,-0.0053,-0.0072,0.0025,0.0140,1.3279
1740035345.5477,-0.0053,0.0023,0.0026,0.0001,0.7506
1740035345.5577,-0.0052,0.0080,0.0025,-0.0080,0.3971
1740035345.5678,-0.0052,-0.0133,0.0025,0.0243,1.7958
1740035345.5777,-0.0052,-0.0003,0.0026,0.0051,1.0094
1740035345.5877,-0.0052,0.0081,0.0026,-0.0071,0.4853
1740035345.5981,-0.0052,0.0026,0.0026,0.0016,0.8888
1740035345.6077,-0.0051,0.0090,0.0026,-0.0077,0.4893
1740035345.6177,-0.0050,0.0123,0.0025,-0.0123,0.2688
1740035345.6277,-0.0048,0.0212,0.0023,-0.0252,-0.3280
1740035345.6377,-0.0047,0.0183,0.0022,-0.0206,-0.1782
1740035345.6477,-0.0045,0.0159,0.0020,-0.0167,-0.0528
1740035345.6577,-0.0042,0.0290,0.0016,-0.0359,-1.0045
1740035345.6677,-0.0040,0.0206,0.0013,-0.0230,-0.5316
1740035345.6777,-0.0038,0.0319,0.0010,-0.0397,-1.3526
1740035345.6878,-0.0035,0.0223,0.0008,-0.0251,-0.7969
1740035345.6977,-0.0032,0.0301,0.0003,-0.0367,-1.4425
1740035345.7077,-0.0029,0.0327,0.0000,-0.0405,-1.6998
1740035345.7177,-0.0027,0.0181,-0.0002,-0.0184,-0.8327
1740035345.7277,-0.0025,0.0155,-0.0004,-0.0145,-0.7035
1740035345.7377,-0.0024,0.0094,-0.0005,-0.0054,-0.3357
1740035345.7477,-0.0023,0.0052,-0.0005,0.0009,-0.0694
1740035345.7577,-0.0023,0.0044,-0.0005,0.0019,-0.0193
1740035345.7713,-0.0023,-0.0064,-0.0004,0.0180,0.6972
1740035345.7777,-0.0026,-0.0334,0.0001,0.0585,2.6355
1740035345.7877,-0.0027,-0.0217,0.0004,0.0407,1.9638
1740035345.7977,-0.0030,-0.0270,0.0008,0.0487,2.4695
1740035345.8077,-0.0032,-0.0292,0.0012,0.0521,2.7422
1740035345.8177,-0.0033,-0.0066,0.0015,0.0182,1.3922
1740035345.8277,-0.0033,0.0045,0.0016,0.0018,0.7178
1740035345.8377,-0.0034,-0.0039,0.0018,0.0145,1.3432
1740035345.8477,-0.0034,0.0067,0.0018,-0.0011,0.6945
1740035345.8577,-0.0033,0.0064,0.0019,-0.0005,0.7455
1740035345.8677,-0.0032,0.0119,0.0018,-0.0083,0.3988
1740035345.8777,-0.0030,0.0240,0.0016,-0.0262,-0.4452
1740035345.8877,-0.0028,0.0201,0.0014,-0.0201,-0.2459
1740035345.8978,-0.0017,0.2026,-0.0002,-0.2935,-12.6742
1740035345.9077,-0.0002,0.1335,-0.0023,-0.1893,-8.8420
1740035345.9177,0.0007,0.0590,-0.0036,-0.0776,-4.4142
1740035345.9277,0.0011,0.0564,-0.0041,-0.0740,-4.4465
1740035345.9378,0.0015,0.0196,-0.0046,-0.0192,-2.2217
1740035345.9478,0.0016,0.0052,-0.0046,0.0019,-1.3357
1740035345.9577,0.0016,-0.0042,-0.0045,0.0153,-0.7360
1740035345.9677,0.0016,0.0203,-0.0044,-0.0220,-2.3348
1740035345.9777,0.0017,0.0051,-0.0045,0.0002,-1.4054
1740035345.9878,0.0017,-0.0000,-0.0045,0.0077,-1.0788
