Time (s),Cart Position (m),Cart Velocity (m/s),Pole Angle (rad),Pole Angular Velocity (rad/s),Control Input (N)
1740035357.8978,0.0007,-0.0131,0.0011,0.0093,0.7018
1740035357.9077,0.0006,-0.0077,0.0011,0.0013,0.2920
1740035357.9177,0.0004,-0.0118,0.0012,0.0076,0.6707
1740035357.9277,0.0004,-0.0084,0.0012,0.0026,0.4181
1740035357.9378,0.0003,-0.0066,0.0012,0.0001,0.2809
1740035357.9477,0.0003,0.0029,0.0012,-0.0141,-0.4942
1740035357.9577,0.0003,-0.0011,0.0011,-0.0078,-0.1986
1740035357.9677,0.0003,0.0143,0.0010,-0.0307,-1.4739
1740035357.9777,0.0004,0.0021,0.0008,-0.0122,-0.5643
1740035357.9877,0.0004,0.0188,0.0007,-0.0372,-1.9651
1740035357.9977,0.0005,0.0026,0.0005,-0.0127,-0.7479
1740035358.0077,0.0005,0.0219,0.0003,-0.0416,-2.3584
1740035358.0177,0.0006,0.0025,0.0001,-0.0124,-0.8952
1740035358.0277,0.0006,0.0122,-0.0000,-0.0268,-1.7208
1740035358.0378,0.0007,0.0024,-0.0001,-0.0120,-0.9803
1740035358.0478,0.0006,-0.0041,-0.0002,-0.0024,-0.4765
1740035358.0577,0.0007,0.0042,-0.0003,-0.0148,-1.2323
1740035358.0677,0.0007,-0.0060,-0.0004,0.0005,-0.4387
1740035358.0777,0.0007,-0.0067,-0.0004,0.0015,-0.3876
1740035358.0877,0.0006,-0.0103,-0.0003,0.0069,-0.0798
1740035358.0977,0.0005,-0.0105,-0.0003,0.0071,-0.0447
1740035358.1078,0.0004,-0.0105,-0.0002,0.0070,-0.0317
1740035358.1177,0.0003,-0.0103,-0.0002,0.0067,-0.0236
1740035358.1277,0.0002,-0.0102,-0.0001,0.0064,-0.0225
1740035358.1377,0.0001,-0.0099,-0.0000,0.0060,-0.0221
1740035358.1477,-0.0001,-0.0548,0.0001,0.0733,3.6642
1740035358.1577,-0.0004,-0.0239,0.0006,0.0269,1.3561
1740035358.1678,-0.0006,-0.0106,0.0007,0.0070,0.3402
1740035358.1777,-0.0012,-0.0554,0.0015,0.0742,4.3063
1740035358.1878,-0.0015,-0.0195,0.0019,0.0205,1.6009
1740035358.1978,-0.0022,-0.0584,0.0028,0.0789,5.1484
1740035358.2077,-0.0026,-0.0713,0.0034,0.0985,6.4470
1740035358.2177,-0.0030,-0.0182,0.0039,0.0191,2.4079
1740035358.2277,-0.0031,-0.0286,0.0040,0.0353,3.3323
1740035358.2378,-0.0033,-0.0069,0.0041,0.0031,1.6705
1740035358.2478,-0.0033,0.0062,0.0041,-0.0159,0.6283
1740035358.2577,-0.0036,-0.0953,0.0045,0.1369,9.0770
1740035358.2678,-0.0048,-0.0838,0.0063,0.1199,8.9831
1740035358.2777,-0.0053,-0.0554,0.0069,0.0776,6.9787
1740035358.2878,-0.0055,-0.0156,0.0072,0.0186,3.9457
1740035358.2977,-0.0054,0.0195,0.0071,-0.0329,1.1552
1740035358.3077,-0.0052,0.0356,0.0067,-0.0560,-0.2246
1740035358.3177,-0.0049,0.0320,0.0062,-0.0495,-0.0640
1740035358.3277,-0.0046,0.0298,0.0057,-0.0452,-0.0040
1740035358.3378,-0.0043,0.0283,0.0053,-0.0419,0.0185
1740035358.3478,-0.0040,0.0272,0.0050,-0.0396,0.0311
1740035358.3577,-0.0033,0.1178,0.0038,-0.1745,-7.7082
1740035358.3678,-0.0024,0.0733,0.0026,-0.1069,-4.5626
1740035358.3778,-0.0021,0.0498,0.0021,-0.0712,-2.8504
1740035358.3877,-0.0017,0.0268,0.0016,-0.0363,-1.1510
1740035358.3977,-0.0015,0.0167,0.0014,-0.0207,-0.4168
1740035358.4077,-0.0014,0.0126,0.0012,-0.0145,-0.1430
1740035358.4177,-0.0013,0.0110,0.0011,-0.0117,-0.0410
1740035358.4277,-0.0012,0.0102,0.0010,-0.0105,-0.0039
1740035358.4377,-0.0010,0.0206,0.0007,-0.0257,-0.9431
1740035358.4478,-0.0008,0.0232,0.0005,-0.0296,-1.2351
1740035358.4577,-0.0006,0.0278,0.0002,-0.0363,-1.6967
1740035358.4677,-0.0004,0.0148,0.0000,-0.0167,-0.7327
1740035358.4777,-0.0003,0.0084,-0.0001,-0.0072,-0.2643
1740035358.4878,-0.0003,0.0070,-0.0001,-0.0050,-0.1602
1740035358.4980,-0.0002,0.0054,-0.0002,-0.0027,-0.0482
1740035358.5077,-0.0001,0.0150,-0.0002,-0.0170,-0.8360
1740035358.5177,-0.0000,0.0078,-0.0003,-0.0063,-0.3040
1740035358.5277,0.0000,0.0116,-0.0004,-0.0120,-0.6294
1740035358.5377,0.0001,0.0062,-0.0005,-0.0040,-0.2276
1740035358.5477,0.0002,0.0088,-0.0005,-0.0080,-0.4557
1740035358.5578,0.0002,0.0053,-0.0005,-0.0027,-0.1931
1740035358.5679,0.0003,0.0003,-0.0005,0.0048,0.2133
1740035358.5781,0.0003,0.0015,-0.0005,0.0029,0.1247
1740035358.5878,0.0003,-0.0073,-0.0005,0.0161,0.8494
1740035358.5977,0.0002,-0.0024,-0.0004,0.0086,0.4831
1740035358.6078,0.0002,-0.0120,-0.0003,0.0229,1.2866
1740035358.6177,0.0002,-0.0014,-0.0002,0.0069,0.4868
1740035358.6277,0.0002,0.0021,-0.0001,0.0017,0.2186
1740035358.6377,0.0001,-0.0057,0.0000,0.0133,0.9128
1740035358.6477,0.0001,0.0011,0.0001,0.0030,0.3943
1740035358.6578,-0.0001,-0.0177,0.0004,0.0313,2.0735
1740035358.6677,-0.0002,-0.0172,0.0006,0.0305,2.1235
1740035358.6778,-0.0003,0.0001,0.0008,0.0047,0.8015
1740035358.6877,-0.0003,0.0057,0.0008,-0.0037,0.3582
1740035358.6977,-0.0003,-0.0082,0.0010,0.0173,1.5823
1740035358.7077,-0.0004,0.0035,0.0011,-0.0002,0.6828
1740035358.7177,-0.0004,-0.0036,0.0012,0.0105,1.3311
1740035358.7278,-0.0004,0.0002,0.0012,0.0050,1.0477
1740035358.7378,-0.0004,-0.0045,0.0013,0.0122,1.4750
1740035358.7477,-0.0004,0.0130,0.0013,-0.0140,0.0945
1740035358.7578,-0.0003,0.0132,0.0012,-0.0139,0.0463
1740035358.7679,-0.0002,0.0268,0.0011,-0.0342,-1.0893
1740035358.7777,0.0000,0.0171,0.0008,-0.0195,-0.3964
1740035358.7877,0.0002,0.0336,0.0006,-0.0441,-1.8018
1740035358.7977,0.0004,0.0181,0.0003,-0.0207,-0.6638
1740035358.8077,0.0006,0.0122,0.0002,-0.0117,-0.2395
1740035358.8178,0.0011,0.0450,-0.0005,-0.0608,-3.1905
1740035358.8278,0.0014,0.0534,-0.0010,-0.0733,-4.0568
1740035358.8377,0.0018,0.0196,-0.0014,-0.0226,-1.5112
1740035358.8477,0.0019,0.0070,-0.0015,-0.0039,-0.5619
1740035358.8582,0.0020,0.0034,-0.0016,0.0014,-0.2797
1740035358.8677,0.0020,0.0009,-0.0015,0.0049,-0.0832
1740035358.8782,0.0027,0.2153,-0.0026,-0.3169,-17.9387
1740035358.8878,0.0065,0.2625,-0.0082,-0.3872,-24.1581
1740035358.8977,0.0076,0.1420,-0.0099,-0.2065,-15.1527
1740035358.9077,0.0084,0.0183,-0.0109,-0.0220,-5.6875
1740035358.9178,0.0082,-0.0336,-0.0106,0.0543,-1.5194
1740035358.9277,0.0079,-0.0186,-0.0101,0.0302,-2.6481
1740035358.9379,0.0081,0.0120,-0.0104,-0.0171,-5.3516
1740035358.9477,0.0080,-0.0054,-0.0103,0.0076,-4.0347
1740035358.9577,0.0078,-0.0362,-0.0099,0.0522,-1.5450
1740035358.9677,0.0074,-0.0345,-0.0094,0.0480,-1.5746
1740035358.9777,0.0070,-0.0449,-0.0088,0.0621,-0.6274
1740035358.9877,0.0065,-0.0407,-0.0082,0.0544,-0.8264
1740035358.9977,0.0062,-0.0438,-0.0078,0.0581,-0.4934
1740035359.0077,0.0058,-0.0456,-0.0072,0.0596,-0.2073
1740035359.0177,0.0053,-0.0450,-0.0066,0.0574,-0.1167
1740035359.0277,0.0051,-0.0443,-0.0063,0.0559,-0.0998
1740035359.0377,0.0046,-0.0427,-0.0057,0.0522,-0.0689
1740035359.0477,0.0041,-0.0557,-0.0052,0.0707,1.1153
1740035359.0577,0.0037,-0.0444,-0.0045,0.0529,0.3789
1740035359.0677,0.0032,-0.0516,-0.0040,0.0629,1.1035
1740035359.0777,0.0028,-0.0407,-0.0035,0.0457,0.3762
1740035359.0877,0.0024,-0.0353,-0.0031,0.0371,0.0565
1740035359.0977,0.0018,-0.0539,-0.0024,0.0644,1.7923
1740035359.1078,0.0014,-0.0638,-0.0019,0.0787,2.7755
1740035359.1177,0.0009,-0.0394,-0.0013,0.0417,1.0055
1740035359.1277,0.0005,-0.0502,-0.0009,0.0576,2.0086
1740035359.1377,0.0001,-0.0324,-0.0005,0.0307,0.7217
1740035359.1477,-0.0002,-0.0458,-0.0002,0.0507,1.9075
1740035359.1577,-0.0006,-0.0290,0.0001,0.0254,0.6864
1740035359.1677,-0.0006,-0.0277,0.0002,0.0234,0.5966
1740035359.1777,-0.0010,-0.0315,0.0005,0.0290,1.0475
1740035359.1877,-0.0013,-0.0220,0.0008,0.0148,0.3683
1740035359.1977,-0.0015,-0.0224,0.0009,0.0154,0.4707
1740035359.2077,-0.0017,-0.0163,0.0011,0.0064,0.0241
1740035359.2177,-0.0018,-0.0156,0.0011,0.0055,-0.0039
1740035359.2277,-0.0020,-0.0036,0.0011,-0.0123,-0.9554
1740035359.2377,-0.0021,-0.0110,0.0011,-0.0010,-0.3754
1740035359.2477,-0.0022,0.0026,0.0011,-0.0213,-1.4840
1740035359.2578,-0.0022,-0.0092,0.0010,-0.0034,-0.5718
1740035359.2678,-0.0023,0.0036,0.0009,-0.0226,-1.6164
1740035359.2780,-0.0024,-0.0092,0.0008,-0.0031,-0.6205
1740035359.2878,-0.0024,0.0065,0.0008,-0.0267,-1.9120
1740035359.2977,-0.0024,-0.0072,0.0007,-0.0058,-0.8504
1740035359.3078,-0.0025,0.0010,0.0006,-0.0180,-1.5212
1740035359.3177,-0.0026,-0.0110,0.0006,0.0001,-0.5838
1740035359.3278,-0.0027,-0.0159,0.0006,0.0075,-0.1702
1740035359.3380,-0.0028,-0.0028,0.0005,-0.0121,-1.2939
1740035359.3477,-0.0028,-0.0038,0.0004,-0.0106,-1.2401
1740035359.3580,-0.0029,-0.0124,0.0004,0.0025,-0.5549
1740035359.3683,-0.0031,-0.0124,0.0005,0.0025,-0.5340
1740035359.3778,-0.0031,-0.0143,0.0005,0.0054,-0.3748
1740035359.3878,-0.0033,-0.0210,0.0006,0.0155,0.2110
1740035359.3977,-0.0035,-0.0187,0.0007,0.0122,0.0815
1740035359.4077,-0.0037,-0.0237,0.0008,0.0197,0.5350
1740035359.4177,-0.0039,-0.0186,0.0010,0.0121,0.1896
1740035359.4282,-0.0041,-0.0171,0.0011,0.0099,0.1004
1740035359.4378,-0.0044,-0.0666,0.0014,0.0843,4.2589
1740035359.4477,-0.0049,-0.0474,0.0020,0.0557,2.9576
1740035359.4577,-0.0052,-0.0225,0.0023,0.0185,1.1002
1740035359.4678,-0.0054,-0.0131,0.0024,0.0047,0.4080
1740035359.4777,-0.0055,-0.0090,0.0025,-0.0011,0.1040
1740035359.4878,-0.0056,-0.0079,0.0024,-0.0025,0.0242
1740035359.4977,-0.0059,-0.0295,0.0027,0.0303,1.9313
1740035359.5077,-0.0061,-0.0370,0.0030,0.0420,2.6746
1740035359.5177,-0.0064,-0.0148,0.0032,0.0090,1.0024
1740035359.5277,-0.0065,-0.0313,0.0033,0.0342,2.3985
1740035359.5378,-0.0067,-0.0153,0.0034,0.0106,1.2053
1740035359.5477,-0.0068,-0.0384,0.0035,0.0457,3.1408
1740035359.5577,-0.0070,-0.0125,0.0037,0.0072,1.1818
1740035359.5677,-0.0071,-0.0076,0.0038,0.0003,0.8197
1740035359.5777,-0.0071,0.0003,0.0037,-0.0111,0.1927
1740035359.5877,-0.0071,0.0021,0.0036,-0.0131,0.0414
1740035359.5977,-0.0075,-0.0331,0.0040,0.0402,3.1122
1740035359.6077,-0.0077,-0.0100,0.0042,0.0060,1.3836
1740035359.6177,-0.0081,-0.0349,0.0047,0.0439,3.6737
1740035359.6277,-0.0083,-0.0068,0.0049,0.0023,1.5453
1740035359.6377,-0.0086,-0.0299,0.0054,0.0376,3.6707
1740035359.6477,-0.0088,-0.0019,0.0056,-0.0037,1.5375
1740035359.6577,-0.0090,-0.0140,0.0058,0.0153,2.6931
1740035359.6677,-0.0090,0.0064,0.0058,-0.0145,1.1108
1740035359.6777,-0.0090,0.0005,0.0058,-0.0047,1.6698
1740035359.6877,-0.0090,0.0128,0.0057,-0.0223,0.6911
1740035359.6977,-0.0089,0.0100,0.0055,-0.0173,0.9279
1740035359.7077,-0.0088,0.0164,0.0053,-0.0260,0.3941
1740035359.7177,-0.0085,0.0240,0.0049,-0.0366,-0.3060
1740035359.7277,-0.0083,0.0209,0.0046,-0.0311,-0.1291
1740035359.7377,-0.0079,0.0373,0.0040,-0.0550,-1.6394
1740035359.7477,-0.0076,0.0527,0.0035,-0.0774,-3.0345
1740035359.7577,-0.0072,0.0266,0.0030,-0.0376,-1.1025
1740035359.7677,-0.0070,0.0434,0.0027,-0.0622,-2.5590
1740035359.7777,-0.0067,0.0215,0.0022,-0.0288,-0.9260
1740035359.7877,-0.0065,0.0448,0.0020,-0.0634,-2.8933
1740035359.7977,-0.0061,0.0202,0.0015,-0.0261,-1.0520
1740035359.8078,-0.0060,0.0431,0.0014,-0.0603,-2.9587
1740035359.8178,-0.0057,0.0181,0.0010,-0.0225,-1.0776
1740035359.8277,-0.0056,0.0253,0.0008,-0.0332,-1.7208
1740035359.8377,-0.0054,0.0108,0.0006,-0.0112,-0.6164
